일자,시각,1시간평균 미세먼지농도(㎍/㎥)
2017-01-01,0,54.0
2017-01-01,1,70.0
2017-01-01,2,68.0
2017-01-01,3,65.0
2017-01-01,4,58.0
2017-01-01,5,55.0
2017-01-01,6,56.0
2017-01-01,7,49.0
2017-01-01,8,52.0
2017-01-01,9,51.0
2017-01-01,10,50.0
2017-01-01,11,55.0
2017-01-01,12,61.0
2017-01-01,13,63.0
2017-01-01,14,69.0
2017-01-01,15,66.0
2017-01-01,16,55.0
2017-01-01,17,50.0
2017-01-01,18,64.0
2017-01-01,19,69.0
2017-01-01,20,69.0
2017-01-01,21,63.0
2017-01-01,22,59.0
2017-01-01,23,64.0
2017-01-02,0,62.0
2017-01-02,1,66.0
2017-01-02,2,88.0
2017-01-02,3,76.0
2017-01-02,4,71.0
2017-01-02,5,71.0
2017-01-02,6,64.0
2017-01-02,7,63.0
2017-01-02,8,62.0
2017-01-02,9,62.0
2017-01-02,10,58.0
2017-01-02,11,44.0
2017-01-02,12,49.0
2017-01-02,13,61.0
2017-01-02,14,83.0
2017-01-02,15,110.0
2017-01-02,16,116.0
2017-01-02,17,124.0
2017-01-02,18,129.0
2017-01-02,19,127.0
2017-01-02,20,151.0
2017-01-02,21,128.0
2017-01-02,22,119.0
2017-01-02,23,119.0
2017-01-03,0,126.0
2017-01-03,1,125.0
2017-01-03,2,132.0
2017-01-03,3,121.0
2017-01-03,4,94.0
2017-01-03,5,86.0
2017-01-03,6,80.0
2017-01-03,7,81.0
2017-01-03,8,70.0
2017-01-03,9,74.0
2017-01-03,10,
2017-01-03,11,75.0
2017-01-03,12,71.0
2017-01-03,13,72.0
2017-01-03,14,72.0
2017-01-03,15,62.0
2017-01-03,16,55.0
2017-01-03,17,50.0
2017-01-03,18,34.0
2017-01-03,19,21.0
2017-01-03,20,17.0
2017-01-03,21,15.0
2017-01-03,22,22.0
2017-01-03,23,33.0
2017-01-04,0,35.0
2017-01-04,1,32.0
2017-01-04,2,31.0
2017-01-04,3,34.0
2017-01-04,4,36.0
2017-01-04,5,32.0
2017-01-04,6,34.0
2017-01-04,7,36.0
2017-01-04,8,33.0
2017-01-04,9,36.0
2017-01-04,10,49.0
2017-01-04,11,85.0
2017-01-04,12,77.0
2017-01-04,13,77.0
2017-01-04,14,76.0
2017-01-04,15,61.0
2017-01-04,16,50.0
2017-01-04,17,57.0
2017-01-04,18,54.0
2017-01-04,19,39.0
2017-01-04,20,42.0
2017-01-04,21,47.0
2017-01-04,22,35.0
2017-01-04,23,43.0
2017-01-05,0,40.0
2017-01-05,1,41.0
2017-01-05,2,46.0
2017-01-05,3,45.0
2017-01-05,4,54.0
2017-01-05,5,44.0
2017-01-05,6,47.0
2017-01-05,7,53.0
2017-01-05,8,41.0
2017-01-05,9,42.0
2017-01-05,10,42.0
2017-01-05,11,33.0
2017-01-05,12,33.0
2017-01-05,13,36.0
2017-01-05,14,18.0
2017-01-05,15,11.0
2017-01-05,16,9.0
2017-01-05,17,11.0
2017-01-05,18,10.0
2017-01-05,19,8.0
2017-01-05,20,6.0
2017-01-05,21,
2017-01-05,22,5.0
2017-01-05,23,
2017-01-06,0,
2017-01-06,1,
2017-01-06,2,
2017-01-06,3,
2017-01-06,4,
2017-01-06,5,8.0
2017-01-06,6,6.0
2017-01-06,7,6.0
2017-01-06,8,7.0
2017-01-06,9,7.0
2017-01-06,10,14.0
2017-01-06,11,14.0
2017-01-06,12,19.0
2017-01-06,13,22.0
2017-01-06,14,34.0
2017-01-06,15,23.0
2017-01-06,16,26.0
2017-01-06,17,37.0
2017-01-06,18,32.0
2017-01-06,19,31.0
2017-01-06,20,25.0
2017-01-06,21,29.0
2017-01-06,22,27.0
2017-01-06,23,27.0
2017-01-07,0,25.0
2017-01-07,1,31.0
2017-01-07,2,33.0
2017-01-07,3,34.0
2017-01-07,4,34.0
2017-01-07,5,33.0
2017-01-07,6,30.0
2017-01-07,7,31.0
2017-01-07,8,28.0
2017-01-07,9,36.0
2017-01-07,10,44.0
2017-01-07,11,32.0
2017-01-07,12,35.0
2017-01-07,13,47.0
2017-01-07,14,49.0
2017-01-07,15,62.0
2017-01-07,16,59.0
2017-01-07,17,63.0
2017-01-07,18,47.0
2017-01-07,19,30.0
2017-01-07,20,24.0
2017-01-07,21,40.0
2017-01-07,22,36.0
2017-01-07,23,35.0
2017-01-08,0,37.0
2017-01-08,1,38.0
2017-01-08,2,39.0
2017-01-08,3,33.0
2017-01-08,4,28.0
2017-01-08,5,24.0
2017-01-08,6,18.0
2017-01-08,7,19.0
2017-01-08,8,16.0
2017-01-08,9,20.0
2017-01-08,10,15.0
2017-01-08,11,19.0
2017-01-08,12,20.0
2017-01-08,13,27.0
2017-01-08,14,19.0
2017-01-08,15,30.0
2017-01-08,16,31.0
2017-01-08,17,24.0
2017-01-08,18,26.0
2017-01-08,19,18.0
2017-01-08,20,17.0
2017-01-08,21,24.0
2017-01-08,22,28.0
2017-01-08,23,28.0
2017-01-09,0,30.0
2017-01-09,1,33.0
2017-01-09,2,36.0
2017-01-09,3,39.0
2017-01-09,4,37.0
2017-01-09,5,44.0
2017-01-09,6,36.0
2017-01-09,7,39.0
2017-01-09,8,39.0
2017-01-09,9,64.0
2017-01-09,10,96.0
2017-01-09,11,85.0
2017-01-09,12,83.0
2017-01-09,13,78.0
2017-01-09,14,67.0
2017-01-09,15,58.0
2017-01-09,16,50.0
2017-01-09,17,55.0
2017-01-09,18,51.0
2017-01-09,19,36.0
2017-01-09,20,36.0
2017-01-09,21,35.0
2017-01-09,22,31.0
2017-01-09,23,37.0
2017-01-10,0,30.0
2017-01-10,1,37.0
2017-01-10,2,31.0
2017-01-10,3,30.0
2017-01-10,4,28.0
2017-01-10,5,32.0
2017-01-10,6,33.0
2017-01-10,7,33.0
2017-01-10,8,35.0
2017-01-10,9,39.0
2017-01-10,10,37.0
2017-01-10,11,39.0
2017-01-10,12,44.0
2017-01-10,13,33.0
2017-01-10,14,39.0
2017-01-10,15,46.0
2017-01-10,16,36.0
2017-01-10,17,27.0
2017-01-10,18,26.0
2017-01-10,19,13.0
2017-01-10,20,11.0
2017-01-10,21,13.0
2017-01-10,22,22.0
2017-01-10,23,21.0
2017-01-11,0,21.0
2017-01-11,1,24.0
2017-01-11,2,16.0
2017-01-11,3,15.0
2017-01-11,4,18.0
2017-01-11,5,15.0
2017-01-11,6,16.0
2017-01-11,7,21.0
2017-01-11,8,23.0
2017-01-11,9,26.0
2017-01-11,10,36.0
2017-01-11,11,31.0
2017-01-11,12,34.0
2017-01-11,13,40.0
2017-01-11,14,43.0
2017-01-11,15,60.0
2017-01-11,16,48.0
2017-01-11,17,22.0
2017-01-11,18,21.0
2017-01-11,19,12.0
2017-01-11,20,13.0
2017-01-11,21,16.0
2017-01-11,22,20.0
2017-01-11,23,18.0
2017-01-12,0,26.0
2017-01-12,1,31.0
2017-01-12,2,28.0
2017-01-12,3,26.0
2017-01-12,4,29.0
2017-01-12,5,31.0
2017-01-12,6,36.0
2017-01-12,7,39.0
2017-01-12,8,33.0
2017-01-12,9,32.0
2017-01-12,10,32.0
2017-01-12,11,33.0
2017-01-12,12,35.0
2017-01-12,13,40.0
2017-01-12,14,39.0
2017-01-12,15,48.0
2017-01-12,16,31.0
2017-01-12,17,35.0
2017-01-12,18,31.0
2017-01-12,19,12.0
2017-01-12,20,10.0
2017-01-12,21,12.0
2017-01-12,22,15.0
2017-01-12,23,21.0
2017-01-13,0,19.0
2017-01-13,1,22.0
2017-01-13,2,22.0
2017-01-13,3,21.0
2017-01-13,4,20.0
2017-01-13,5,20.0
2017-01-13,6,16.0
2017-01-13,7,21.0
2017-01-13,8,17.0
2017-01-13,9,22.0
2017-01-13,10,19.0
2017-01-13,11,19.0
2017-01-13,12,28.0
2017-01-13,13,18.0
2017-01-13,14,32.0
2017-01-13,15,35.0
2017-01-13,16,31.0
2017-01-13,17,36.0
2017-01-13,18,32.0
2017-01-13,19,22.0
2017-01-13,20,34.0
2017-01-13,21,52.0
2017-01-13,22,59.0
2017-01-13,23,53.0
2017-01-14,0,61.0
2017-01-14,1,65.0
2017-01-14,2,68.0
2017-01-14,3,71.0
2017-01-14,4,64.0
2017-01-14,5,67.0
2017-01-14,6,67.0
2017-01-14,7,59.0
2017-01-14,8,45.0
2017-01-14,9,40.0
2017-01-14,10,45.0
2017-01-14,11,42.0
2017-01-14,12,40.0
2017-01-14,13,31.0
2017-01-14,14,29.0
2017-01-14,15,37.0
2017-01-14,16,37.0
2017-01-14,17,55.0
2017-01-14,18,51.0
2017-01-14,19,48.0
2017-01-14,20,48.0
2017-01-14,21,46.0
2017-01-14,22,42.0
2017-01-14,23,37.0
2017-01-15,0,28.0
2017-01-15,1,13.0
2017-01-15,2,25.0
2017-01-15,3,25.0
2017-01-15,4,24.0
2017-01-15,5,19.0
2017-01-15,6,20.0
2017-01-15,7,29.0
2017-01-15,8,25.0
2017-01-15,9,19.0
2017-01-15,10,32.0
2017-01-15,11,27.0
2017-01-15,12,29.0
2017-01-15,13,28.0
2017-01-15,14,24.0
2017-01-15,15,26.0
2017-01-15,16,21.0
2017-01-15,17,29.0
2017-01-15,18,27.0
2017-01-15,19,23.0
2017-01-15,20,33.0
2017-01-15,21,30.0
2017-01-15,22,27.0
2017-01-15,23,35.0
2017-01-16,0,37.0
2017-01-16,1,34.0
2017-01-16,2,37.0
2017-01-16,3,42.0
2017-01-16,4,40.0
2017-01-16,5,42.0
2017-01-16,6,35.0
2017-01-16,7,34.0
2017-01-16,8,36.0
2017-01-16,9,33.0
2017-01-16,10,44.0
2017-01-16,11,45.0
2017-01-16,12,48.0
2017-01-16,13,53.0
2017-01-16,14,44.0
2017-01-16,15,46.0
2017-01-16,16,27.0
2017-01-16,17,34.0
2017-01-16,18,39.0
2017-01-16,19,50.0
2017-01-16,20,50.0
2017-01-16,21,38.0
2017-01-16,22,47.0
2017-01-16,23,42.0
2017-01-17,0,47.0
2017-01-17,1,45.0
2017-01-17,2,54.0
2017-01-17,3,57.0
2017-01-17,4,50.0
2017-01-17,5,50.0
2017-01-17,6,50.0
2017-01-17,7,49.0
2017-01-17,8,48.0
2017-01-17,9,51.0
2017-01-17,10,54.0
2017-01-17,11,54.0
2017-01-17,12,56.0
2017-01-17,13,58.0
2017-01-17,14,51.0
2017-01-17,15,67.0
2017-01-17,16,75.0
2017-01-17,17,80.0
2017-01-17,18,85.0
2017-01-17,19,68.0
2017-01-17,20,84.0
2017-01-17,21,77.0
2017-01-17,22,63.0
2017-01-17,23,52.0
2017-01-18,0,41.0
2017-01-18,1,51.0
2017-01-18,2,56.0
2017-01-18,3,52.0
2017-01-18,4,54.0
2017-01-18,5,56.0
2017-01-18,6,64.0
2017-01-18,7,69.0
2017-01-18,8,72.0
2017-01-18,9,85.0
2017-01-18,10,79.0
2017-01-18,11,88.0
2017-01-18,12,95.0
2017-01-18,13,95.0
2017-01-18,14,96.0
2017-01-18,15,94.0
2017-01-18,16,95.0
2017-01-18,17,98.0
2017-01-18,18,104.0
2017-01-18,19,82.0
2017-01-18,20,97.0
2017-01-18,21,101.0
2017-01-18,22,93.0
2017-01-18,23,100.0
2017-01-19,0,99.0
2017-01-19,1,105.0
2017-01-19,2,100.0
2017-01-19,3,97.0
2017-01-19,4,98.0
2017-01-19,5,95.0
2017-01-19,6,88.0
2017-01-19,7,86.0
2017-01-19,8,93.0
2017-01-19,9,104.0
2017-01-19,10,101.0
2017-01-19,11,100.0
2017-01-19,12,99.0
2017-01-19,13,87.0
2017-01-19,14,84.0
2017-01-19,15,105.0
2017-01-19,16,98.0
2017-01-19,17,123.0
2017-01-19,18,84.0
2017-01-19,19,58.0
2017-01-19,20,69.0
2017-01-19,21,59.0
2017-01-19,22,60.0
2017-01-19,23,60.0
2017-01-20,0,63.0
2017-01-20,1,59.0
2017-01-20,2,65.0
2017-01-20,3,61.0
2017-01-20,4,59.0
2017-01-20,5,50.0
2017-01-20,6,48.0
2017-01-20,7,52.0
2017-01-20,8,60.0
2017-01-20,9,55.0
2017-01-20,10,63.0
2017-01-20,11,64.0
2017-01-20,12,57.0
2017-01-20,13,49.0
2017-01-20,14,49.0
2017-01-20,15,50.0
2017-01-20,16,47.0
2017-01-20,17,51.0
2017-01-20,18,39.0
2017-01-20,19,35.0
2017-01-20,20,41.0
2017-01-20,21,37.0
2017-01-20,22,39.0
2017-01-20,23,38.0
2017-01-21,0,43.0
2017-01-21,1,38.0
2017-01-21,2,43.0
2017-01-21,3,51.0
2017-01-21,4,43.0
2017-01-21,5,45.0
2017-01-21,6,39.0
2017-01-21,7,45.0
2017-01-21,8,48.0
2017-01-21,9,49.0
2017-01-21,10,52.0
2017-01-21,11,62.0
2017-01-21,12,63.0
2017-01-21,13,46.0
2017-01-21,14,47.0
2017-01-21,15,43.0
2017-01-21,16,45.0
2017-01-21,17,44.0
2017-01-21,18,46.0
2017-01-21,19,36.0
2017-01-21,20,25.0
2017-01-21,21,20.0
2017-01-21,22,21.0
2017-01-21,23,19.0
2017-01-22,0,31.0
2017-01-22,1,42.0
2017-01-22,2,55.0
2017-01-22,3,54.0
2017-01-22,4,50.0
2017-01-22,5,73.0
2017-01-22,6,131.0
2017-01-22,7,160.0
2017-01-22,8,169.0
2017-01-22,9,168.0
2017-01-22,10,122.0
2017-01-22,11,79.0
2017-01-22,12,73.0
2017-01-22,13,68.0
2017-01-22,14,77.0
2017-01-22,15,66.0
2017-01-22,16,48.0
2017-01-22,17,40.0
2017-01-22,18,48.0
2017-01-22,19,51.0
2017-01-22,20,57.0
2017-01-22,21,60.0
2017-01-22,22,56.0
2017-01-22,23,61.0
2017-01-23,0,55.0
2017-01-23,1,58.0
2017-01-23,2,61.0
2017-01-23,3,60.0
2017-01-23,4,58.0
2017-01-23,5,59.0
2017-01-23,6,56.0
2017-01-23,7,51.0
2017-01-23,8,46.0
2017-01-23,9,44.0
2017-01-23,10,48.0
2017-01-23,11,51.0
2017-01-23,12,46.0
2017-01-23,13,45.0
2017-01-23,14,45.0
2017-01-23,15,35.0
2017-01-23,16,35.0
2017-01-23,17,38.0
2017-01-23,18,40.0
2017-01-23,19,30.0
2017-01-23,20,34.0
2017-01-23,21,36.0
2017-01-23,22,25.0
2017-01-23,23,20.0
2017-01-24,0,17.0
2017-01-24,1,22.0
2017-01-24,2,28.0
2017-01-24,3,32.0
2017-01-24,4,30.0
2017-01-24,5,37.0
2017-01-24,6,31.0
2017-01-24,7,34.0
2017-01-24,8,35.0
2017-01-24,9,44.0
2017-01-24,10,41.0
2017-01-24,11,39.0
2017-01-24,12,35.0
2017-01-24,13,42.0
2017-01-24,14,31.0
2017-01-24,15,37.0
2017-01-24,16,25.0
2017-01-24,17,31.0
2017-01-24,18,42.0
2017-01-24,19,34.0
2017-01-24,20,34.0
2017-01-24,21,45.0
2017-01-24,22,31.0
2017-01-24,23,29.0
2017-01-25,0,36.0
2017-01-25,1,19.0
2017-01-25,2,39.0
2017-01-25,3,36.0
2017-01-25,4,43.0
2017-01-25,5,45.0
2017-01-25,6,44.0
2017-01-25,7,45.0
2017-01-25,8,50.0
2017-01-25,9,44.0
2017-01-25,10,56.0
2017-01-25,11,69.0
2017-01-25,12,54.0
2017-01-25,13,36.0
2017-01-25,14,26.0
2017-01-25,15,37.0
2017-01-25,16,33.0
2017-01-25,17,44.0
2017-01-25,18,43.0
2017-01-25,19,38.0
2017-01-25,20,30.0
2017-01-25,21,36.0
2017-01-25,22,39.0
2017-01-25,23,38.0
2017-01-26,0,44.0
2017-01-26,1,41.0
2017-01-26,2,45.0
2017-01-26,3,51.0
2017-01-26,4,53.0
2017-01-26,5,47.0
2017-01-26,6,47.0
2017-01-26,7,45.0
2017-01-26,8,45.0
2017-01-26,9,45.0
2017-01-26,10,54.0
2017-01-26,11,58.0
2017-01-26,12,61.0
2017-01-26,13,65.0
2017-01-26,14,63.0
2017-01-26,15,52.0
2017-01-26,16,55.0
2017-01-26,17,52.0
2017-01-26,18,58.0
2017-01-26,19,53.0
2017-01-26,20,57.0
2017-01-26,21,59.0
2017-01-26,22,53.0
2017-01-26,23,45.0
2017-01-27,0,37.0
2017-01-27,1,30.0
2017-01-27,2,49.0
2017-01-27,3,87.0
2017-01-27,4,43.0
2017-01-27,5,79.0
2017-01-27,6,155.0
2017-01-27,7,221.0
2017-01-27,8,234.0
2017-01-27,9,233.0
2017-01-27,10,249.0
2017-01-27,11,231.0
2017-01-27,12,217.0
2017-01-27,13,191.0
2017-01-27,14,166.0
2017-01-27,15,130.0
2017-01-27,16,91.0
2017-01-27,17,79.0
2017-01-27,18,65.0
2017-01-27,19,57.0
2017-01-27,20,38.0
2017-01-27,21,30.0
2017-01-27,22,85.0
2017-01-27,23,21.0
2017-01-28,0,25.0
2017-01-28,1,27.0
2017-01-28,2,30.0
2017-01-28,3,28.0
2017-01-28,4,34.0
2017-01-28,5,32.0
2017-01-28,6,33.0
2017-01-28,7,33.0
2017-01-28,8,31.0
2017-01-28,9,34.0
2017-01-28,10,33.0
2017-01-28,11,35.0
2017-01-28,12,35.0
2017-01-28,13,30.0
2017-01-28,14,23.0
2017-01-28,15,27.0
2017-01-28,16,21.0
2017-01-28,17,19.0
2017-01-28,18,25.0
2017-01-28,19,23.0
2017-01-28,20,30.0
2017-01-28,21,29.0
2017-01-28,22,33.0
2017-01-28,23,29.0
2017-01-29,0,30.0
2017-01-29,1,20.0
2017-01-29,2,30.0
2017-01-29,3,34.0
2017-01-29,4,31.0
2017-01-29,5,21.0
2017-01-29,6,28.0
2017-01-29,7,24.0
2017-01-29,8,32.0
2017-01-29,9,24.0
2017-01-29,10,28.0
2017-01-29,11,30.0
2017-01-29,12,27.0
2017-01-29,13,27.0
2017-01-29,14,23.0
2017-01-29,15,15.0
2017-01-29,16,19.0
2017-01-29,17,20.0
2017-01-29,18,20.0
2017-01-29,19,21.0
2017-01-29,20,11.0
2017-01-29,21,12.0
2017-01-29,22,8.0
2017-01-29,23,14.0
2017-01-30,0,16.0
2017-01-30,1,23.0
2017-01-30,2,40.0
2017-01-30,3,38.0
2017-01-30,4,62.0
2017-01-30,5,94.0
2017-01-30,6,82.0
2017-01-30,7,85.0
2017-01-30,8,77.0
2017-01-30,9,61.0
2017-01-30,10,37.0
2017-01-30,11,33.0
2017-01-30,12,29.0
2017-01-30,13,32.0
2017-01-30,14,32.0
2017-01-30,15,35.0
2017-01-30,16,27.0
2017-01-30,17,33.0
2017-01-30,18,34.0
2017-01-30,19,30.0
2017-01-30,20,24.0
2017-01-30,21,25.0
2017-01-30,22,33.0
2017-01-30,23,25.0
2017-01-31,0,24.0
2017-01-31,1,21.0
2017-01-31,2,22.0
2017-01-31,3,29.0
2017-01-31,4,26.0
2017-01-31,5,25.0
2017-01-31,6,29.0
2017-01-31,7,24.0
2017-01-31,8,27.0
2017-01-31,9,26.0
2017-01-31,10,31.0
2017-01-31,11,38.0
2017-01-31,12,25.0
2017-01-31,13,21.0
2017-01-31,14,24.0
2017-01-31,15,29.0
2017-01-31,16,22.0
2017-01-31,17,22.0
2017-01-31,18,18.0
2017-01-31,19,17.0
2017-01-31,20,16.0
2017-01-31,21,22.0
2017-01-31,22,26.0
2017-01-31,23,23.0
2017-02-01,0,19.0
2017-02-01,1,20.0
2017-02-01,2,20.0
2017-02-01,3,23.0
2017-02-01,4,21.0
2017-02-01,5,19.0
2017-02-01,6,22.0
2017-02-01,7,26.0
2017-02-01,8,27.0
2017-02-01,9,32.0
2017-02-01,10,36.0
2017-02-01,11,54.0
2017-02-01,12,46.0
2017-02-01,13,41.0
2017-02-01,14,36.0
2017-02-01,15,46.0
2017-02-01,16,35.0
2017-02-01,17,39.0
2017-02-01,18,42.0
2017-02-01,19,33.0
2017-02-01,20,23.0
2017-02-01,21,32.0
2017-02-01,22,36.0
2017-02-01,23,33.0
2017-02-02,0,30.0
2017-02-02,1,25.0
2017-02-02,2,29.0
2017-02-02,3,25.0
2017-02-02,4,25.0
2017-02-02,5,25.0
2017-02-02,6,22.0
2017-02-02,7,24.0
2017-02-02,8,23.0
2017-02-02,9,28.0
2017-02-02,10,35.0
2017-02-02,11,33.0
2017-02-02,12,37.0
2017-02-02,13,31.0
2017-02-02,14,35.0
2017-02-02,15,34.0
2017-02-02,16,29.0
2017-02-02,17,37.0
2017-02-02,18,38.0
2017-02-02,19,26.0
2017-02-02,20,34.0
2017-02-02,21,35.0
2017-02-02,22,32.0
2017-02-02,23,33.0
2017-02-03,0,34.0
2017-02-03,1,37.0
2017-02-03,2,46.0
2017-02-03,3,52.0
2017-02-03,4,50.0
2017-02-03,5,48.0
2017-02-03,6,47.0
2017-02-03,7,50.0
2017-02-03,8,49.0
2017-02-03,9,54.0
2017-02-03,10,64.0
2017-02-03,11,67.0
2017-02-03,12,68.0
2017-02-03,13,74.0
2017-02-03,14,70.0
2017-02-03,15,89.0
2017-02-03,16,78.0
2017-02-03,17,88.0
2017-02-03,18,80.0
2017-02-03,19,64.0
2017-02-03,20,51.0
2017-02-03,21,59.0
2017-02-03,22,62.0
2017-02-03,23,61.0
2017-02-04,0,59.0
2017-02-04,1,58.0
2017-02-04,2,69.0
2017-02-04,3,73.0
2017-02-04,4,67.0
2017-02-04,5,69.0
2017-02-04,6,62.0
2017-02-04,7,62.0
2017-02-04,8,63.0
2017-02-04,9,64.0
2017-02-04,10,72.0
2017-02-04,11,74.0
2017-02-04,12,70.0
2017-02-04,13,65.0
2017-02-04,14,71.0
2017-02-04,15,76.0
2017-02-04,16,80.0
2017-02-04,17,83.0
2017-02-04,18,75.0
2017-02-04,19,87.0
2017-02-04,20,79.0
2017-02-04,21,77.0
2017-02-04,22,100.0
2017-02-04,23,101.0
2017-02-05,0,93.0
2017-02-05,1,95.0
2017-02-05,2,106.0
2017-02-05,3,96.0
2017-02-05,4,95.0
2017-02-05,5,90.0
2017-02-05,6,81.0
2017-02-05,7,71.0
2017-02-05,8,67.0
2017-02-05,9,76.0
2017-02-05,10,62.0
2017-02-05,11,23.0
2017-02-05,12,3.0
2017-02-05,13,3.0
2017-02-05,14,11.0
2017-02-05,15,14.0
2017-02-05,16,13.0
2017-02-05,17,11.0
2017-02-05,18,18.0
2017-02-05,19,45.0
2017-02-05,20,55.0
2017-02-05,21,69.0
2017-02-05,22,78.0
2017-02-05,23,82.0
2017-02-06,0,60.0
2017-02-06,1,57.0
2017-02-06,2,48.0
2017-02-06,3,45.0
2017-02-06,4,47.0
2017-02-06,5,39.0
2017-02-06,6,39.0
2017-02-06,7,35.0
2017-02-06,8,35.0
2017-02-06,9,34.0
2017-02-06,10,45.0
2017-02-06,11,42.0
2017-02-06,12,45.0
2017-02-06,13,40.0
2017-02-06,14,37.0
2017-02-06,15,42.0
2017-02-06,16,40.0
2017-02-06,17,41.0
2017-02-06,18,42.0
2017-02-06,19,31.0
2017-02-06,20,20.0
2017-02-06,21,16.0
2017-02-06,22,21.0
2017-02-06,23,16.0
2017-02-07,0,16.0
2017-02-07,1,21.0
2017-02-07,2,21.0
2017-02-07,3,20.0
2017-02-07,4,25.0
2017-02-07,5,28.0
2017-02-07,6,23.0
2017-02-07,7,28.0
2017-02-07,8,26.0
2017-02-07,9,33.0
2017-02-07,10,35.0
2017-02-07,11,39.0
2017-02-07,12,42.0
2017-02-07,13,45.0
2017-02-07,14,46.0
2017-02-07,15,44.0
2017-02-07,16,57.0
2017-02-07,17,56.0
2017-02-07,18,48.0
2017-02-07,19,40.0
2017-02-07,20,37.0
2017-02-07,21,32.0
2017-02-07,22,40.0
2017-02-07,23,37.0
2017-02-08,0,40.0
2017-02-08,1,38.0
2017-02-08,2,50.0
2017-02-08,3,50.0
2017-02-08,4,49.0
2017-02-08,5,45.0
2017-02-08,6,48.0
2017-02-08,7,43.0
2017-02-08,8,48.0
2017-02-08,9,53.0
2017-02-08,10,53.0
2017-02-08,11,65.0
2017-02-08,12,64.0
2017-02-08,13,46.0
2017-02-08,14,64.0
2017-02-08,15,76.0
2017-02-08,16,67.0
2017-02-08,17,66.0
2017-02-08,18,60.0
2017-02-08,19,54.0
2017-02-08,20,32.0
2017-02-08,21,26.0
2017-02-08,22,27.0
2017-02-08,23,25.0
2017-02-09,0,24.0
2017-02-09,1,20.0
2017-02-09,2,33.0
2017-02-09,3,32.0
2017-02-09,4,48.0
2017-02-09,5,49.0
2017-02-09,6,46.0
2017-02-09,7,47.0
2017-02-09,8,49.0
2017-02-09,9,44.0
2017-02-09,10,63.0
2017-02-09,11,80.0
2017-02-09,12,81.0
2017-02-09,13,70.0
2017-02-09,14,72.0
2017-02-09,15,76.0
2017-02-09,16,54.0
2017-02-09,17,42.0
2017-02-09,18,60.0
2017-02-09,19,58.0
2017-02-09,20,64.0
2017-02-09,21,55.0
2017-02-09,22,51.0
2017-02-09,23,39.0
2017-02-10,0,36.0
2017-02-10,1,24.0
2017-02-10,2,40.0
2017-02-10,3,34.0
2017-02-10,4,35.0
2017-02-10,5,34.0
2017-02-10,6,30.0
2017-02-10,7,32.0
2017-02-10,8,28.0
2017-02-10,9,30.0
2017-02-10,10,33.0
2017-02-10,11,44.0
2017-02-10,12,37.0
2017-02-10,13,34.0
2017-02-10,14,33.0
2017-02-10,15,44.0
2017-02-10,16,32.0
2017-02-10,17,37.0
2017-02-10,18,36.0
2017-02-10,19,36.0
2017-02-10,20,38.0
2017-02-10,21,35.0
2017-02-10,22,39.0
2017-02-10,23,31.0
2017-02-11,0,23.0
2017-02-11,1,27.0
2017-02-11,2,25.0
2017-02-11,3,26.0
2017-02-11,4,24.0
2017-02-11,5,30.0
2017-02-11,6,25.0
2017-02-11,7,23.0
2017-02-11,8,30.0
2017-02-11,9,32.0
2017-02-11,10,38.0
2017-02-11,11,40.0
2017-02-11,12,40.0
2017-02-11,13,38.0
2017-02-11,14,32.0
2017-02-11,15,34.0
2017-02-11,16,33.0
2017-02-11,17,35.0
2017-02-11,18,30.0
2017-02-11,19,23.0
2017-02-11,20,20.0
2017-02-11,21,25.0
2017-02-11,22,25.0
2017-02-11,23,23.0
2017-02-12,0,22.0
2017-02-12,1,28.0
2017-02-12,2,25.0
2017-02-12,3,27.0
2017-02-12,4,35.0
2017-02-12,5,30.0
2017-02-12,6,31.0
2017-02-12,7,39.0
2017-02-12,8,35.0
2017-02-12,9,31.0
2017-02-12,10,38.0
2017-02-12,11,39.0
2017-02-12,12,34.0
2017-02-12,13,28.0
2017-02-12,14,30.0
2017-02-12,15,35.0
2017-02-12,16,22.0
2017-02-12,17,30.0
2017-02-12,18,31.0
2017-02-12,19,31.0
2017-02-12,20,26.0
2017-02-12,21,27.0
2017-02-12,22,21.0
2017-02-12,23,28.0
2017-02-13,0,27.0
2017-02-13,1,28.0
2017-02-13,2,28.0
2017-02-13,3,33.0
2017-02-13,4,29.0
2017-02-13,5,27.0
2017-02-13,6,28.0
2017-02-13,7,35.0
2017-02-13,8,31.0
2017-02-13,9,31.0
2017-02-13,10,48.0
2017-02-13,11,62.0
2017-02-13,12,59.0
2017-02-13,13,46.0
2017-02-13,14,40.0
2017-02-13,15,50.0
2017-02-13,16,41.0
2017-02-13,17,34.0
2017-02-13,18,43.0
2017-02-13,19,28.0
2017-02-13,20,26.0
2017-02-13,21,33.0
2017-02-13,22,39.0
2017-02-13,23,39.0
2017-02-14,0,37.0
2017-02-14,1,49.0
2017-02-14,2,50.0
2017-02-14,3,53.0
2017-02-14,4,60.0
2017-02-14,5,54.0
2017-02-14,6,55.0
2017-02-14,7,51.0
2017-02-14,8,57.0
2017-02-14,9,54.0
2017-02-14,10,54.0
2017-02-14,11,57.0
2017-02-14,12,64.0
2017-02-14,13,46.0
2017-02-14,14,41.0
2017-02-14,15,43.0
2017-02-14,16,34.0
2017-02-14,17,49.0
2017-02-14,18,51.0
2017-02-14,19,50.0
